,implementation,R1,R2,R3,R4,R5,R6,R7,R8,I1,I2,I3,I4,I5,I6,I7,I8,A1,A2,A3,A4,A5,A6,A7,A8,S1,S2,S3,S4,S5,S6,S7,S8,E1,E2,E3,E4,E5,E6,E7,E8,C1,C2,C3,C4,C5,C6,C7,C8,accuracy,elapse,country,fromsearch,gender,age,Strength
1924,2,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,3,4,5,3,5,2,4,2,1,1,3,1,4,5,1,1,1,1,2,3,3,1,3,3,2,3,3,4,5,2,3,85,118,CA,0,-1,-1,A
1926,2,1,3,1,3,3,3,2,3,4,2,2,4,2,2,3,2,3,3,4,4,3,1,4,3,4,4,4,4,5,5,4,4,1,1,4,4,1,1,1,1,2,2,1,2,1,3,2,1,80,269,US,1,-1,-1,S
1927,2,1,3,1,1,3,3,1,3,5,4,5,5,5,5,5,2,4,5,2,1,2,5,5,5,4,5,4,2,4,5,2,4,1,1,3,1,2,2,4,5,4,4,4,4,4,5,4,4,95,234,US,1,-1,-1,I
1928,2,3,2,3,2,1,4,1,2,4,4,4,4,4,4,3,3,4,4,3,4,4,4,4,4,4,4,4,5,4,4,3,1,2,3,4,2,3,2,2,4,1,2,2,2,3,3,3,2,98,155,US,1,-1,-1,A
1929,2,3,3,1,2,1,3,1,3,4,3,3,4,1,4,-1,1,3,5,5,5,5,5,4,5,5,5,5,5,4,4,5,4,4,4,4,4,4,3,5,4,1,1,2,1,2,3,1,1,90,158,AU,1,-1,-1,A
1930,2,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,4,3,3,4,3,5,3,4,4,4,3,4,4,4,4,4,2,2,3,3,2,3,2,2,3,1,2,2,2,2,2,1,85,174,US,0,-1,-1,S
1931,2,1,1,1,2,1,4,1,1,5,1,2,3,1,3,1,1,3,1,4,3,5,5,1,3,4,5,1,2,2,1,4,3,1,3,3,1,1,3,1,4,2,3,4,3,3,3,1,3,97,102,US,1,-1,-1,A
1932,2,1,4,3,4,3,4,2,4,5,4,4,5,4,4,4,4,2,2,3,4,4,4,4,2,1,2,2,2,2,1,1,1,1,3,4,1,3,2,2,2,3,3,4,3,4,3,3,3,80,132,US,0,-1,-1,I
1933,2,1,1,2,1,1,2,1,1,3,3,4,3,4,3,3,2,5,5,4,5,5,5,5,4,5,4,5,5,5,3,5,2,1,3,3,5,3,5,4,5,1,2,1,-1,2,2,1,1,95,142,US,0,-1,-1,A
1934,2,1,1,1,1,1,1,2,1,4,4,4,1,4,4,1,3,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,50,184,US,0,-1,-1,I
1935,2,1,1,1,2,1,1,1,1,5,3,3,1,2,1,2,1,1,1,3,2,5,1,3,2,1,4,3,1,4,1,1,1,1,1,1,1,3,1,1,1,3,1,3,3,2,3,1,1,95,758,US,0,-1,-1,I
1937,2,4,4,1,1,1,3,3,1,4,4,4,4,2,1,1,1,1,4,5,4,5,1,2,1,5,2,4,3,4,1,1,2,1,1,1,4,3,3,1,3,3,1,3,1,4,5,1,1,75,171,RO,0,-1,-1,A
1940,2,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,2,3,1,2,1,1,3,1,3,1,1,1,2,2,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,100,456,US,1,-1,-1,A
1941,2,3,2,1,1,1,1,1,1,3,2,2,1,2,1,3,1,2,2,3,2,2,3,3,3,4,3,4,5,4,4,4,4,1,1,3,1,1,2,3,2,1,2,2,2,1,2,1,1,90,154,IE,1,-1,-1,S
1943,2,3,4,3,3,2,3,3,4,4,5,4,2,2,4,3,4,3,5,5,5,4,5,4,5,4,3,1,4,2,2,4,4,4,2,4,3,5,3,3,4,2,3,2,4,4,4,2,1,70,3513,FR,1,-1,-1,A
1944,2,3,3,1,3,1,4,2,3,4,4,3,3,3,3,2,3,3,5,3,4,5,4,3,5,4,5,4,5,5,3,5,4,1,1,2,4,2,2,1,4,1,1,1,1,1,2,1,1,100,145,US,1,-1,-1,S
1945,2,2,1,1,4,1,1,1,1,3,4,4,1,2,3,3,4,3,3,3,1,1,3,5,1,2,3,1,2,1,1,2,1,3,1,1,1,1,1,1,1,1,4,4,1,4,3,1,1,90,167,US,0,-1,-1,I
1946,2,3,4,1,2,1,2,1,3,3,4,4,1,2,4,2,4,4,4,4,4,5,3,3,4,3,4,2,4,4,2,3,1,4,2,4,2,5,4,4,4,1,1,1,3,2,1,2,1,89,368,US,1,-1,-1,A
1947,2,1,4,1,2,1,1,1,1,5,2,5,5,2,3,4,5,3,4,5,5,5,4,5,5,5,5,1,4,3,4,5,4,1,1,4,2,1,4,1,4,3,1,1,3,2,1,1,3,98,252,US,1,-1,-1,A
1948,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,5,1,1,4,1,4,4,5,1,1,4,4,4,1,1,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,100,198,US,1,-1,-1,S
1949,2,3,2,1,1,1,2,1,1,3,4,4,3,2,2,1,1,1,3,3,1,1,1,4,1,4,5,4,5,5,5,4,5,4,4,3,4,2,4,3,3,2,2,2,2,1,1,2,1,90,167,US,0,-1,-1,S
1950,2,1,2,1,2,1,2,1,1,4,4,3,4,2,3,3,1,2,3,2,3,5,4,2,1,1,2,4,2,2,4,4,2,1,1,3,1,3,3,2,2,3,1,3,3,4,3,2,2,90,150,CA,0,-1,-1,I
1951,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,2,4,4,4,2,2,4,3,3,4,3,4,3,2,4,2,4,2,4,3,2,2,2,2,2,3,2,2,2,2,50,158,US,0,-1,-1,A
1953,2,4,1,4,2,2,2,2,1,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,2,4,4,2,3,1,4,4,2,2,4,2,2,4,2,2,2,2,2,2,2,1,100,122,US,0,-1,-1,I
1954,2,3,3,1,1,1,2,1,1,4,2,2,1,1,1,1,4,1,1,5,1,1,2,4,3,3,5,2,4,1,1,2,2,2,3,1,1,3,3,1,2,2,3,1,3,2,3,1,2,90,203,US,1,-1,-1,S
1955,2,1,2,1,1,1,1,1,1,4,1,1,4,4,5,3,3,1,2,1,1,2,3,3,1,3,5,3,3,4,3,3,3,2,1,3,3,4,1,1,1,3,1,1,2,2,3,1,1,100,129,US,1,-1,-1,S
1957,2,1,1,1,1,1,1,1,1,1,3,3,1,1,2,1,2,4,5,4,4,5,4,2,5,3,5,4,3,4,4,4,4,2,3,3,3,3,3,2,5,1,2,2,2,1,2,1,1,16,116,US,0,-1,-1,A
1958,2,4,3,1,1,1,1,1,1,5,4,5,5,4,2,4,1,2,5,5,5,5,4,4,5,2,4,5,5,5,4,5,5,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,100,106,US,0,-1,-1,A
1959,2,1,5,1,5,5,1,5,5,1,1,1,5,1,1,1,5,1,4,2,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,100,182,US,0,-1,-1,S
1960,2,2,4,4,1,1,2,2,4,4,5,4,3,3,5,4,3,4,3,2,3,3,4,3,3,4,4,2,3,2,3,3,3,4,4,2,1,4,3,3,3,2,3,1,2,2,3,1,2,85,158,US,1,-1,-1,I
1961,2,2,3,1,3,2,3,2,2,4,4,3,4,4,4,3,2,3,3,5,4,5,5,2,3,4,5,5,3,5,5,4,4,1,4,3,2,2,2,1,4,1,2,2,2,3,2,1,2,80,187,US,0,-1,-1,S
1962,2,1,1,1,1,1,1,1,1,5,5,1,1,3,1,3,5,1,1,5,1,3,5,1,1,5,5,1,5,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,5,4,3,1,1,100,219,CA,1,-1,-1,I
1963,2,1,1,1,1,1,1,1,1,4,4,1,2,3,4,4,1,1,1,1,1,1,1,1,1,3,4,4,1,4,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,135,US,1,-1,-1,I
1964,2,5,2,2,4,2,2,2,2,4,1,1,3,1,1,2,3,4,1,3,3,1,5,4,2,3,3,2,5,2,3,3,2,1,2,2,1,2,3,1,3,2,4,3,2,4,4,3,3,90,277,US,1,-1,-1,C
1965,2,3,2,2,3,3,3,3,3,2,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,4,3,3,3,85,144,US,1,-1,-1,A
1967,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,3,1,1,1,3,4,4,2,4,4,4,4,3,3,3,4,5,5,3,4,2,2,2,3,2,1,2,2,90,149,US,0,-1,-1,E
1968,2,1,1,1,1,1,1,1,1,4,4,4,4,4,4,1,3,4,4,4,4,5,5,1,4,5,5,4,3,4,4,5,4,2,3,1,1,3,2,1,2,1,1,1,1,1,1,1,1,80,114,US,0,-1,-1,S
1970,2,2,4,3,3,3,3,2,3,5,4,3,3,4,4,4,4,3,3,5,3,4,3,2,5,2,2,1,1,1,2,2,2,1,1,2,2,3,2,2,3,1,2,1,1,1,2,1,1,95,275,US,0,-1,-1,I
1972,2,1,3,3,1,2,3,1,3,5,4,5,3,4,5,3,4,5,4,4,5,5,5,3,4,4,5,5,3,5,4,5,3,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,90,241,US,0,-1,-1,A
1973,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,5,5,5,1,1,1,1,5,1,1,1,1,5,1,5,5,1,1,1,1,99,209,US,1,-1,-1,S
1974,2,2,1,1,1,1,3,1,2,4,2,2,2,3,2,1,2,1,3,5,4,5,3,3,4,1,4,3,3,3,4,2,2,1,2,3,3,3,2,3,3,1,1,2,2,1,1,1,2,95,143,US,0,-1,-1,A
1975,2,1,1,1,1,1,2,1,4,4,5,2,1,4,2,2,4,1,5,4,3,5,1,1,4,5,4,4,3,5,4,5,4,2,1,5,2,5,2,4,5,1,1,4,4,4,3,2,4,100,266,US,1,-1,-1,S
1977,2,3,1,1,2,1,2,1,1,5,3,4,5,5,3,3,4,4,1,5,5,4,5,1,5,3,1,2,5,4,2,5,1,1,1,2,3,1,2,1,1,1,1,2,1,3,4,1,1,100,145,US,0,-1,-1,I
1978,2,3,5,1,3,3,4,3,5,5,4,4,5,5,5,5,5,3,3,5,5,4,4,5,4,4,5,5,-1,5,4,5,5,5,3,3,5,4,5,3,4,4,3,4,3,4,5,3,2,100,233,US,0,-1,-1,I
1979,2,3,4,3,4,2,5,3,4,5,4,3,4,3,3,3,3,2,2,3,3,4,4,4,4,3,5,4,4,3,4,4,4,1,1,3,2,1,1,2,3,1,2,3,2,1,3,2,3,85,141,US,1,-1,-1,S
1980,2,1,4,1,1,1,4,2,4,5,1,1,2,3,3,2,3,1,4,1,1,5,4,4,3,5,1,1,4,3,2,4,1,3,4,2,1,5,5,2,3,1,4,1,3,1,4,2,2,99,115,US,0,-1,-1,E
1981,2,1,4,4,1,2,1,3,4,2,4,3,1,2,2,3,4,1,4,4,1,1,2,3,4,1,5,2,1,1,2,4,4,2,5,1,2,1,3,3,5,3,5,1,2,1,3,4,5,40,76,CA,1,-1,-1,C
1982,2,1,1,1,1,2,1,1,1,2,3,2,1,2,2,2,1,1,2,2,4,4,3,2,3,4,2,4,2,4,3,3,1,1,2,2,2,2,3,2,2,1,2,1,3,2,2,1,1,90,151,US,0,-1,-1,S
1983,2,3,1,1,3,2,1,1,1,5,3,4,4,3,4,3,4,1,3,3,3,3,3,3,3,1,3,3,2,4,2,2,2,3,1,2,2,2,1,2,2,3,1,3,4,3,3,2,2,90,626,US,0,-1,-1,I
1984,2,4,4,1,1,1,4,3,4,2,2,1,1,1,1,1,3,1,1,3,1,1,2,1,2,4,4,1,3,3,3,4,4,1,3,2,1,1,2,2,1,4,3,4,4,4,4,4,4,89,154,US,1,-1,-1,C
1985,2,2,2,2,3,2,2,2,2,5,4,4,5,4,4,4,4,4,2,2,2,3,4,2,3,2,3,2,1,2,2,3,2,2,4,4,4,2,3,2,4,2,2,2,3,2,4,2,2,90,152,US,0,-1,-1,I
1988,2,3,4,5,2,4,3,4,4,4,4,4,4,3,5,4,3,2,5,2,3,4,3,3,5,2,2,2,3,4,2,2,2,4,3,4,4,3,3,2,2,3,3,2,2,1,3,2,3,75,210,US,1,-1,-1,I
1989,2,1,1,1,5,1,1,1,1,3,1,1,1,1,1,1,1,3,3,-1,2,4,2,1,1,5,5,4,1,5,4,2,4,3,1,4,3,4,4,4,4,4,3,4,4,-1,3,4,4,100,1294,US,1,-1,-1,S
1990,2,1,1,1,3,1,1,1,1,5,5,5,1,5,4,5,4,5,2,5,5,5,5,1,1,5,4,3,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,168,US,0,-1,-1,I
1992,2,4,4,3,4,2,4,4,3,2,4,4,3,4,2,3,3,2,1,4,3,4,3,2,3,2,3,1,2,1,2,2,2,1,2,1,2,5,4,2,4,1,4,4,4,4,3,2,3,90,258,AU,1,-1,-1,R
1994,2,3,3,1,2,1,2,1,2,4,5,5,5,5,1,4,1,1,4,5,4,4,2,1,2,5,5,5,5,5,2,4,3,4,3,5,1,4,2,5,1,4,2,5,2,5,4,4,2,90,186,US,1,-1,-1,S
1997,2,1,2,1,1,1,2,1,1,5,4,4,5,4,5,4,4,4,4,3,3,3,4,1,3,4,3,2,4,4,5,5,4,1,4,2,2,3,2,2,4,1,1,1,1,3,1,1,1,80,119,US,1,-1,-1,I
1999,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,1,3,4,4,2,1,1,1,1,1,1,1,1,4,1,5,2,5,1,2,1,1,1,1,1,1,1,1,100,126,US,1,-1,-1,A
2000,2,1,2,1,1,1,2,1,1,2,2,2,4,2,3,2,2,1,2,4,2,5,2,4,4,4,4,2,5,1,4,4,4,4,2,4,2,4,1,3,4,4,1,1,2,4,2,3,3,55,316,US,0,-1,-1,S
2001,2,4,1,2,4,2,1,4,1,2,4,4,4,4,4,4,4,1,1,2,3,4,4,1,4,2,1,4,2,3,1,4,1,1,2,5,4,3,3,2,2,2,3,4,4,5,4,4,4,95,208,US,0,-1,-1,I
2003,2,3,1,1,1,1,1,1,1,5,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,5,3,3,3,3,4,5,1,4,3,4,1,3,1,3,3,3,4,3,1,3,1,1,90,167,US,1,-1,-1,S
2004,2,1,1,1,1,1,1,1,1,5,5,5,1,5,5,5,4,3,5,5,1,5,4,5,4,5,5,4,1,4,4,4,3,1,3,1,3,1,4,1,4,1,3,1,1,1,1,1,1,100,137,US,0,-1,-1,I
2006,2,1,1,1,1,2,2,2,2,4,4,4,3,3,3,3,2,3,4,5,5,4,4,3,3,3,4,4,2,4,2,3,2,3,2,3,2,3,3,4,2,1,1,2,2,3,2,2,1,80,128,US,1,-1,-1,A
2010,2,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,4,5,4,1,5,5,5,2,2,5,2,1,4,2,2,5,5,5,5,4,1,1,2,2,4,1,4,1,1,100,215,US,1,-1,-1,A
2011,2,2,3,1,2,2,2,3,3,3,3,3,3,4,3,3,2,1,1,2,1,1,1,3,2,4,4,3,4,3,3,4,4,2,4,4,3,4,4,3,4,4,3,4,4,4,4,4,3,70,130,US,1,-1,-1,C
2012,2,3,3,2,2,1,4,2,4,4,5,5,2,5,5,4,5,2,1,1,1,2,5,1,1,2,3,2,2,2,3,2,1,1,1,2,1,2,2,2,1,2,3,3,3,4,4,3,3,95,198,US,1,-1,-1,I
2013,2,1,1,1,2,1,1,2,1,5,5,5,1,3,4,2,3,1,2,4,2,2,2,2,2,4,2,5,4,5,3,3,4,3,4,3,4,4,4,4,4,2,1,3,3,2,2,3,1,80,272,AU,0,-1,-1,S
2014,2,1,1,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,4,4,1,1,85,101,CA,0,-1,-1,C
2015,2,3,3,3,4,3,4,3,3,5,4,4,3,3,3,3,3,1,3,3,2,2,2,2,3,3,3,4,3,3,2,3,3,3,3,3,3,3,3,4,4,2,3,2,3,3,3,4,3,85,289,US,0,-1,-1,I
2016,2,3,4,5,1,5,4,1,4,5,4,5,1,5,2,3,4,1,1,1,2,4,1,1,1,3,4,5,1,5,4,4,5,2,2,1,2,3,3,1,4,2,2,1,1,1,1,1,1,100,119,US,0,-1,-1,S
2019,2,4,4,1,4,2,4,1,3,4,4,1,3,2,4,2,4,3,3,4,5,5,4,2,4,4,4,2,4,2,2,4,3,2,1,2,1,4,1,1,2,3,4,4,4,3,3,1,3,95,161,US,1,-1,-1,A
2020,2,1,1,2,1,2,1,2,1,2,3,1,3,3,4,1,2,2,4,4,5,4,4,3,4,3,5,1,3,4,1,4,3,3,3,4,1,4,2,4,5,1,3,2,1,2,3,2,1,80,296,US,1,-1,-1,A
2022,2,1,2,1,1,-1,3,1,1,2,5,5,3,5,5,3,3,2,3,4,2,5,3,1,1,4,4,3,3,4,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,90,98,US,1,-1,-1,I
2024,2,1,1,1,2,1,1,1,1,3,5,5,5,4,5,5,3,1,2,4,3,2,1,1,4,2,2,3,1,3,2,2,3,2,3,2,2,3,3,1,3,1,2,2,2,3,3,1,2,95,146,US,0,-1,-1,I
2026,2,2,2,1,1,2,3,1,2,3,4,3,2,3,3,3,2,3,3,2,3,4,3,5,3,4,3,3,5,4,5,4,2,2,2,3,4,-1,3,3,2,2,3,2,3,3,2,2,2,90,202,US,0,-1,-1,S
2027,2,2,3,1,2,1,2,3,2,3,4,4,2,4,4,3,3,5,5,3,3,5,5,5,4,4,4,4,2,4,5,5,4,1,2,3,4,2,3,4,4,2,3,3,4,4,5,4,4,90,208,US,0,-1,-1,A
2028,2,5,3,4,4,3,4,3,4,2,2,3,3,2,2,2,4,3,3,3,4,4,4,4,4,3,3,2,2,2,1,2,2,2,2,3,3,4,3,2,2,2,3,2,2,3,4,2,3,90,127,US,0,-1,-1,R
2030,2,4,4,5,4,3,4,2,4,4,4,4,4,4,4,4,4,1,1,4,2,4,3,5,2,1,1,1,3,1,1,1,1,4,1,3,1,3,1,2,3,1,1,1,1,1,2,1,1,80,172,KR,0,-1,-1,I
2033,2,4,1,1,4,2,2,2,1,4,5,5,4,5,5,5,5,3,2,2,5,3,5,3,2,4,5,2,2,5,2,1,3,2,3,2,2,2,1,2,1,3,3,3,2,4,3,2,1,100,193,US,0,-1,-1,I
2034,2,5,1,1,2,1,4,2,2,5,2,3,3,3,3,4,3,5,3,3,5,5,5,4,3,5,5,4,5,5,5,5,3,4,5,2,2,3,3,4,3,1,1,1,1,1,3,3,1,50,171,AU,1,-1,-1,S
2035,2,2,1,1,2,2,2,1,2,4,5,5,4,5,5,5,3,4,3,4,5,5,5,2,5,4,2,5,3,5,3,4,3,2,3,3,4,3,5,3,5,1,1,2,2,2,2,1,1,90,287,CA,1,-1,-1,I
2036,2,3,3,1,3,1,3,1,3,2,2,3,1,1,2,1,2,1,2,3,1,1,2,2,2,2,3,3,3,3,3,3,3,2,2,2,2,2,1,2,2,1,2,2,1,1,1,2,1,75,175,US,1,-1,-1,S
2037,2,5,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,5,5,1,5,5,5,5,1,2,5,5,4,-1,1,5,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,100,106,US,0,-1,-1,A
2038,2,3,1,1,1,1,1,1,1,2,1,3,2,3,1,1,1,2,3,3,1,4,2,3,3,4,4,2,1,4,3,4,2,1,1,4,1,4,2,1,2,4,4,4,4,4,3,4,4,95,96,US,1,-1,-1,C
2039,2,1,3,1,1,1,1,1,1,3,4,4,3,4,4,3,1,3,4,4,4,5,4,3,4,5,4,2,4,4,3,4,1,1,2,1,2,1,2,2,4,1,1,1,2,1,2,1,1,95,135,US,1,-1,-1,A
2041,2,5,4,5,5,3,5,4,4,5,2,5,4,5,5,5,1,1,2,1,1,1,1,2,1,4,4,3,5,2,2,2,1,3,3,4,2,4,5,2,5,4,4,4,4,4,3,3,5,100,206,US,0,-1,-1,R
2043,2,2,1,1,1,1,1,1,1,3,5,1,1,1,1,1,1,1,1,3,3,1,1,1,1,5,3,5,3,5,5,5,3,1,1,2,2,-1,2,1,1,4,5,3,4,4,4,1,4,100,136,US,1,-1,-1,S
2044,2,4,2,2,2,4,4,4,4,5,1,2,3,4,2,3,4,3,1,2,3,3,3,3,2,3,2,2,4,3,2,3,-1,1,1,2,1,4,1,2,2,1,2,2,3,2,3,2,2,80,231,US,1,-1,-1,R
2048,2,4,4,1,2,2,3,2,3,4,5,5,4,5,4,4,5,2,2,3,4,2,2,4,2,3,4,4,4,4,3,4,3,2,2,-1,5,3,2,4,4,3,4,2,3,2,4,4,4,96,344,US,1,-1,-1,I
2049,2,3,3,1,3,1,3,3,1,4,4,3,4,4,4,3,3,1,4,5,2,5,4,5,4,2,4,4,2,4,3,1,3,3,3,3,4,2,3,1,3,1,3,4,2,2,2,1,3,80,115,US,0,-1,-1,A
2050,2,3,1,1,2,1,1,2,1,3,4,4,2,2,3,2,2,2,4,4,4,5,4,3,4,3,3,2,3,3,3,3,2,1,3,3,3,3,3,1,2,2,1,1,2,1,3,1,1,80,180,US,1,-1,-1,A
2051,2,1,1,1,1,1,1,1,1,1,3,3,1,1,3,1,3,1,1,1,1,1,1,1,1,4,3,4,3,3,1,3,3,3,1,1,1,3,1,3,1,3,1,3,1,1,5,2,1,90,168,US,1,-1,-1,S
2053,2,5,1,5,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,100,98,US,0,-1,-1,R
2054,2,3,1,1,1,1,1,1,1,4,3,4,1,1,3,1,1,1,3,3,1,4,1,1,1,3,1,3,1,3,1,1,1,3,1,2,1,3,1,4,1,1,1,1,3,5,1,1,1,80,129,US,1,-1,-1,I
2055,2,3,3,4,2,2,3,1,2,5,4,3,3,2,3,1,1,3,5,2,2,2,3,1,3,5,5,1,3,5,3,3,2,1,3,1,2,1,2,2,2,1,1,1,1,1,1,1,1,98,335,US,0,-1,-1,S
2056,2,2,1,1,1,1,1,1,1,5,3,3,4,4,4,4,1,1,1,1,1,1,1,1,1,3,5,3,5,4,5,5,4,2,3,2,2,2,3,3,3,3,2,3,2,1,3,3,3,100,135,US,0,-1,-1,S
2057,2,5,3,1,5,1,2,3,4,5,2,2,4,3,2,2,4,5,2,3,3,3,5,2,4,5,2,3,5,3,3,3,5,5,2,3,2,2,3,3,3,3,3,5,5,3,3,3,3,75,468,AU,0,-1,-1,S
2058,2,3,3,4,3,3,4,4,4,2,1,2,2,1,1,3,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,2,3,3,1,2,1,3,2,1,3,2,1,1,4,1,2,80,183,CA,0,-1,-1,R
2061,2,3,4,3,4,3,4,4,3,4,4,3,4,4,3,4,4,5,2,2,4,3,5,4,2,4,1,3,3,3,3,3,3,2,1,3,2,3,3,2,3,3,3,4,3,4,4,2,3,80,97,AU,1,-1,-1,I
2063,2,3,3,2,1,1,2,1,2,4,4,4,4,3,4,3,2,5,5,5,5,5,5,5,5,4,4,5,5,4,5,3,3,4,5,5,5,5,5,5,4,3,1,3,1,1,5,3,1,90,175,US,1,-1,-1,A
2064,2,1,1,1,1,1,1,1,1,5,4,4,4,3,1,3,2,5,2,1,2,2,5,1,1,4,5,5,3,5,5,4,5,2,2,1,1,1,2,1,3,1,2,1,2,2,3,1,2,90,156,US,0,-1,-1,S
2065,2,1,1,1,1,1,1,1,1,4,4,5,4,4,5,4,5,5,5,5,4,5,5,2,5,4,3,3,1,3,2,3,3,1,2,1,2,2,2,1,3,1,1,1,1,1,3,1,1,100,126,US,0,-1,-1,A
2066,2,3,3,1,3,2,2,2,3,4,3,3,1,2,3,2,2,4,2,5,2,2,1,2,4,3,4,4,1,3,5,3,3,2,4,3,3,3,5,5,4,3,3,3,3,2,3,4,2,50,214,US,0,-1,-1,E
2067,2,1,1,1,1,1,1,1,1,3,4,3,5,1,1,1,1,1,1,5,3,5,1,1,5,3,4,5,5,5,1,3,3,1,3,3,4,4,4,4,4,4,2,3,3,1,1,4,3,90,159,US,0,-1,-1,S
2068,2,3,1,2,2,2,3,1,2,5,3,4,4,4,4,5,4,3,5,5,5,5,3,5,5,3,4,2,3,4,2,4,4,1,3,3,3,2,2,1,4,2,2,2,2,3,2,2,1,98,153,US,1,-1,-1,A
2069,2,4,3,4,2,4,4,4,3,2,3,2,1,1,2,1,4,1,1,1,4,4,3,5,3,1,2,1,1,1,1,1,1,1,2,5,1,5,1,1,1,1,3,2,2,1,1,1,3,90,234,CA,1,-1,-1,R
2070,2,1,1,1,1,1,2,2,2,4,3,2,3,3,3,3,3,4,4,4,5,4,5,3,4,3,5,3,2,4,5,5,3,1,3,1,3,1,4,2,3,1,2,1,3,1,3,1,3,85,158,US,1,-1,-1,A
2072,2,3,1,1,2,1,1,2,1,5,5,4,4,3,3,3,1,2,3,5,3,4,3,1,4,4,3,5,1,4,2,2,4,3,4,2,2,2,2,1,2,2,4,2,2,1,2,1,2,98,120,US,0,-1,-1,I
2073,2,3,2,2,2,1,3,2,2,5,5,5,2,2,3,2,4,3,5,5,5,5,4,4,5,5,4,4,5,5,3,4,4,2,4,3,5,4,5,3,5,3,3,3,3,3,3,3,4,90,134,US,1,-1,-1,A
2074,2,2,1,1,3,1,2,1,1,1,4,2,2,3,3,1,2,1,5,3,4,5,3,1,4,5,4,4,3,5,2,3,2,2,2,2,1,2,2,2,3,2,3,2,2,3,2,1,1,90,161,US,1,-1,-1,S
2075,2,4,4,2,4,4,4,4,3,3,2,2,4,4,2,3,2,4,3,3,-1,2,5,5,-1,2,1,4,3,3,3,2,2,1,1,2,1,3,1,1,4,1,2,2,2,2,3,1,2,100,101,US,0,-1,-1,R
2076,2,3,1,1,2,1,1,3,1,5,4,4,5,4,3,3,2,2,1,4,3,1,5,1,4,3,5,5,3,5,4,3,4,2,3,3,1,2,2,1,3,3,3,2,3,2,3,1,3,98,258,US,0,-1,-1,S
2077,2,4,4,4,5,3,2,3,3,3,4,3,4,3,2,2,4,1,1,1,1,1,1,1,1,2,4,2,4,2,2,2,3,2,2,2,1,2,1,2,1,3,3,3,2,3,4,2,3,90,116,US,1,-1,-1,R
2078,2,1,4,4,5,4,2,4,2,4,2,3,1,2,3,4,2,5,-1,2,4,2,5,4,4,5,2,2,2,3,5,3,4,3,3,-1,2,4,2,2,2,3,2,4,4,4,2,4,4,85,63,US,1,-1,-1,C
2079,2,3,4,4,3,3,4,3,4,2,2,2,4,3,2,2,4,4,4,3,4,3,4,4,3,4,4,4,3,4,3,4,3,2,3,4,3,4,3,4,3,2,3,2,2,2,2,3,2,95,188,US,1,-1,-1,A
2080,2,2,1,2,2,1,1,1,1,5,3,4,5,4,1,5,1,5,2,-1,5,5,5,2,1,2,5,4,1,5,2,2,1,3,2,5,1,1,1,4,1,2,3,2,3,3,4,4,1,100,211,US,0,-1,-1,I
2081,2,5,3,4,4,4,4,4,4,4,2,3,4,3,2,2,2,1,1,1,1,1,1,4,2,3,3,4,4,4,2,3,2,4,3,4,1,5,2,4,2,3,2,3,2,3,3,4,4,95,194,US,0,-1,-1,R
